# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "6" "-t" "exon" "-g" "gene_id" "-a" "./GTF_File/PT_genome_merged_DN001.gtf" "-o" "LHCX_result.txt" "./SamFile/Merged_WT_LL_1.sam" "./SamFile/Merged_WT_LL_2.sam" "./SamFile/Merged_WT_LL_3.sam" "./SamFile/Merged_WT_HL_1.sam" "./SamFile/Merged_WT_HL_2.sam" "./SamFile/Merged_WT_HL_3.sam" "./SamFile/Merged_LHCX_LL_1.sam" "./SamFile/Merged_LHCX_LL_2.sam" "./SamFile/Merged_LHCX_LL_3.sam" "./SamFile/Merged_LHCX_HL_1.sam" "./SamFile/Merged_LHCX_HL_2.sam" "./SamFile/Merged_LHCX_HL_3.sam" 
Geneid	Chr	Start	End	Strand	Length	./SamFile/Merged_WT_LL_1.sam	./SamFile/Merged_WT_LL_2.sam	./SamFile/Merged_WT_LL_3.sam	./SamFile/Merged_WT_HL_1.sam	./SamFile/Merged_WT_HL_2.sam	./SamFile/Merged_WT_HL_3.sam	./SamFile/Merged_LHCX_LL_1.sam	./SamFile/Merged_LHCX_LL_2.sam	./SamFile/Merged_LHCX_LL_3.sam	./SamFile/Merged_LHCX_HL_1.sam	./SamFile/Merged_LHCX_HL_2.sam	./SamFile/Merged_LHCX_HL_3.sam
Phatr3_J46157	9	438359	440056	+	1698	179	181	184	147	286	160	180	977	183	267	949	444
Phatr3_J46158	9	440199	441527	-	1329	190	232	249	222	293	282	201	997	244	176	744	348
Phatr3_J4413	9;9;9;9;9	441585;442026;442335;442798;443377	441590;442096;442683;443325;443388	+;+;+;+;+	966	433	327	427	166	330	196	325	1569	321	588	2081	936
Phatr3_EG01123	9	443406	444680	-	1275	104	78	108	99	185	86	95	431	69	132	451	207
Phatr3_EG01083	9;9	445099;445247	445138;446058	+;+	852	91	83	84	48	120	59	116	525	126	169	692	268
Phatr3_J46160	9	448514	449968	-	1455	310	293	265	259	343	336	317	1401	263	273	1451	587
Phatr3_J12587	9	450736	452919	+	2184	1175	1177	1363	1037	1583	1341	810	3820	844	1288	4399	2460
Phatr3_J46163	9	453094	454074	-	981	753	735	709	722	1141	858	618	3535	501	482	2082	996
Phatr3_J46164	9;9	455056;456131	456001;456567	-;-	1383	1232	1416	1305	1580	2270	1479	1069	5007	1030	1489	5416	2462
Phatr3_J36058	9	457308	457679	-	372	77	83	65	62	77	47	132	682	95	75	328	164
Phatr3_J46165	9;9	458265;458836	458745;459173	-;-	819	425	470	428	1199	1884	820	429	2074	378	639	2220	1064
Phatr3_J36060	9	459703	460671	-	969	356	274	292	479	766	307	200	1301	111	393	1508	862
Phatr3_J27659	9	461061	461534	+	474	371	337	333	278	411	343	300	1542	251	303	1147	519
Phatr3_J42002	9	462139	464376	+	2238	2084	2061	2432	1642	2710	1854	1141	5534	1212	1693	5867	3694
Phatr3_J36063	9;9;9;9	464384;464610;466144;467180	464397;466064;466435;467236	-;-;-;-	1818	618	445	461	549	790	533	600	2909	504	783	2917	1625
Phatr3_J46169	9	466989	468650	+	1662	582	537	604	618	949	513	565	2880	425	617	1825	1176
Phatr3_J46170	9	468702	471998	-	3297	244	258	222	290	537	334	216	972	225	243	891	430
Phatr3_J46171	9	473067	474476	+	1410	195	173	158	149	326	71	233	1241	182	284	975	548
Phatr3_J46172	9;9	474701;475394	475318;475780	-;-	1005	162	151	171	91	186	54	141	537	112	295	881	417
Phatr3_J46173	9;9	476107;477140	477056;477782	+;+	1593	658	563	564	550	871	616	574	2735	547	455	1664	797
Phatr3_J46174	9	477898	478728	-	831	73	81	117	39	54	59	108	466	108	181	641	297
Phatr3_J46175	9	479170	479970	+	801	495	513	469	501	726	406	569	2481	419	603	2066	987
Phatr3_J46177	9	481453	482151	-	699	1322	1393	1440	1377	1851	1386	1151	5091	1348	1371	4463	2340
Phatr3_EG01155	9;9	483953;484786	484512;484867	-;-	642	0	0	4	8	21	3	3	20	0	32	92	71
Phatr3_J12927	9;9;9	485036;485351;486361	485279;486280;486914	+;+;+	1728	209	230	185	150	269	91	99	529	104	379	1255	653
Phatr3_J42003	9	487016	488644	-	1629	740	703	675	593	995	713	648	2916	517	550	1881	1010
Phatr3_J20547	9;9;9	490161;491395;492163	491329;492011;492317	-;-;-	1941	5798	4061	4958	4493	5970	7950	4319	20835	3232	1902	7302	4170
Phatr3_EG01078	9;9;9;9;9	492681;492983;493208;493434;494059	492824;493084;493344;493961;494450	+;+;+;+;+	1303	963	895	988	1134	1743	895	406	1910	451	575	1966	1567
Phatr3_J36077	9	494985	496151	+	1167	212	191	178	175	294	135	122	602	89	179	611	325
Phatr3_EG01148	9;9;9	496102;496243;496540	496146;496359;496683	-;-;-	306	26	36	44	45	64	59	24	133	40	50	169	62
Phatr3_J46182	9;9	497673;498154	498061;498853	+;+	1089	416	392	360	288	436	274	273	1656	233	229	792	457
Phatr3_J36079	9	498878	500707	-	1830	264	277	279	205	308	170	222	1111	198	354	1127	549
Phatr3_J36080	9	501093	502184	-	1092	50	42	49	55	70	47	51	179	47	120	379	169
Phatr3_J36081	9	502625	503701	+	1077	1062	777	892	948	1353	1077	1070	5073	653	732	2477	1166
Phatr3_EG02325	9	503786	506194	-	2409	1010	999	1103	303	476	352	766	3941	631	532	1905	900
Phatr3_J46184	9;9;9;9	506707;507016;507179;507740	506926;507105;507651;507853	-;-;-;-	897	644	532	554	551	842	455	546	2605	413	788	2685	1235
Phatr3_J36084	9	508248	508988	-	741	102	91	86	27	52	12	97	637	75	43	228	143
Phatr3_J54534	9;9;9;9	509325;510159;510502;511010	510086;510428;510818;511016	-;-;-;-	1356	8325	7493	8185	5878	9116	6591	4100	21402	4134	5191	18447	10607
Phatr3_J36086	9;9	511866;512313	512196;512773	-;-	792	544	432	487	440	650	294	505	2735	372	503	1688	740
Phatr3_EG01145	9;9;9;9	513249;513788;514007;514358	513669;513929;514289;514972	-;-;-;-	1461	1214	1190	1083	918	1379	816	880	4546	695	915	3443	1810
Phatr3_J12550	9;9	515091;515323	515259;516515	-;-	1362	496	585	588	504	741	427	422	2097	264	506	1625	1160
Phatr3_J12586	9	516877	518220	+	1344	316	358	342	411	692	489	289	1358	294	421	1541	737
Phatr3_J46187	9;9	518280;519125	518826;519147	-;-	570	1765	2100	2038	1817	2813	2130	1759	8680	1514	2048	7419	3611
Phatr3_J12731	9	519752	520435	+	684	193	148	168	135	189	152	114	708	144	97	428	207
Phatr3_J46188	9;9;9	520522;520800;521060	520731;520920;521151	-;-;-	423	385	328	276	481	719	326	435	2401	344	500	1807	812
Phatr3_J7107	9;9	521734;522996	522225;523693	+;+	1190	401	364	388	359	598	280	492	2236	363	559	2112	925
Phatr3_J36093	9	524152	526719	+	2568	536	583	575	473	683	474	636	2824	565	705	2499	1312
Phatr3_J12645	9	526825	527868	-	1044	319	240	245	190	300	160	330	1861	262	395	1340	723
Phatr3_J36095	9	528681	529346	+	666	163	135	162	116	229	89	206	1078	153	258	1004	431
Phatr3_J46192	9	529463	532978	-	3516	456	490	551	307	446	321	319	1811	306	167	697	366
Phatr3_J46193	9	533688	536408	+	2721	1124	928	1052	333	611	410	800	4679	750	438	1824	896
Phatr3_J36098	9	537874	538401	+	528	328	283	300	262	408	133	225	1309	171	312	1027	677
Phatr3_J46194	9	539031	540438	+	1408	404	365	365	405	687	258	377	1916	264	569	2101	1097
Phatr3_J46195	9;9	540711;541547	541394;541777	-;-	915	501	504	468	517	709	674	381	1888	398	441	1622	872
Phatr3_J54535	9	542549	544141	+	1593	472	469	544	256	542	389	624	3241	547	807	3175	1289
Phatr3_J36102	9;9;9	544432;544602;544875	544516;544782;545019	-;-;-	411	229	219	192	134	239	80	190	1020	194	229	900	528
Phatr3_J36103	9;9	545520;546251	546169;546494	+;+	894	148	136	158	192	323	205	213	576	164	466	1935	835
Phatr3_J36104	9;9	546652;547043	546900;547150	-;-	357	205	187	176	142	236	148	195	908	183	214	752	405
Phatr3_J36105	9	547543	548601	-	1059	45	51	72	38	71	38	47	199	50	31	134	85
Phatr3_J36106	9	549439	551928	+	2490	34	25	30	23	41	17	16	47	8	39	133	72
Phatr3_J36107	9;9;9	552655;552887;553426	552807;553342;553530	+;+;+	714	2	2	2	1	2	0	0	1	0	2	11	2
Phatr3_EG01087	9;9;9	553540;553556;554056	553548;554026;554202	+;+;+	627	0	0	0	1	0	0	0	0	0	1	5	4
Phatr3_EG01147	9;9;9	554407;554694;554997	554651;554902;555025	-;-;-	483	5	3	1	3	1	1	0	1	0	5	14	4
Phatr3_EG02324	9;9	557988;559928	559156;560675	-;-	1917	202	171	176	117	169	99	158	685	127	117	481	281
Phatr3_J46199	9	562255	563802	+	1548	251	243	288	511	800	407	519	1985	433	564	2140	1047
Phatr3_J54536	9	564437	567016	-	2580	2252	2125	2413	1055	1651	1671	1912	10920	1671	1045	4342	2165
Phatr3_J27696	9	567766	568401	+	636	385	352	344	119	160	141	333	1643	282	234	956	447
Phatr3_EG01129	9	568477	569265	-	789	76	82	88	80	103	109	81	348	63	74	263	107
Phatr3_J46201	9;9	570165;571243	571067;571347	+;+	1008	217	211	226	151	273	229	134	823	148	234	828	444
Phatr3_J20574	9	571715	574054	+	2340	941	923	971	718	1061	897	725	3440	714	647	2444	1258
Phatr3_J46203	9	574167	577799	-	3633	2710	2156	2259	1431	2071	1241	1046	4866	852	873	2599	2371
Phatr3_EG01109	9;9	576040;576275	576202;576498	+;+	387	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J36115	9	579145	580965	+	1821	14	16	18	17	18	12	8	59	7	38	163	100
Phatr3_EG01133	9;9	581730;582206	582176;582475	-;-	717	101	93	72	86	121	41	92	376	63	123	547	279
Phatr3_J46204	9	582898	583506	+	609	79	72	61	76	90	59	64	355	62	56	271	113
Phatr3_EG01154	9;9	583335;583796	583472;583903	-;-	246	7	4	2	5	3	4	5	20	1	1	3	1
Phatr3_EG01152	9;9	598251;598468	598387;598861	-;-	531	50	63	88	21	21	34	45	120	26	35	164	81
Phatr3_J46205	9	598470	599078	+	609	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01127	9;9	598895;599368	599044;599475	-;-	258	3	4	4	9	5	0	4	13	1	1	36	4
Phatr3_J36118	9	600427	603069	+	2643	32	24	35	55	85	23	8	32	8	57	172	81
Phatr3_J12713	9	603640	604281	-	642	744	540	616	590	971	652	702	3587	435	808	3286	1477
Phatr3_EG02049	9;9;9;9;9	606821;607338;607938;608579;609488	607271;607797;608443;609236;610256	-;-;-;-;-	2844	22	17	15	5	13	1	0	7	0	52	226	85
Phatr3_EG02051	9;9	610360;611216	611198;611258	-;-	882	0	0	0	0	0	0	0	0	0	2	11	0
Phatr3_EG02052	9;9	611293;612065	611940;612103	-;-	687	3	0	0	0	0	0	0	0	0	1	0	0
Phatr3_EG01138	9;9	612359;613183	612659;613280	-;-	399	1	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J2418	9;9;9	614367;615746;616281	615651;616203;618005	+;+;+	3468	819	804	762	678	956	455	587	3414	395	606	1901	1390
Phatr3_J46207	9;9;9	618341;619795;620041	619724;619961;621351	+;+;+	2862	1245	1492	1352	1006	1459	766	1251	6062	925	1344	4210	2512
Phatr3_J12577	9;9;9	621541;622582;623098	622506;622947;623445	-;-;-	1680	1600	1465	1658	1813	2524	1603	1926	9978	1439	1909	6612	3883
Phatr3_J27709	9	624370	626418	+	2049	1089	952	998	2289	3051	2888	834	4078	612	1040	4055	2232
Phatr3_J20588	9	626963	627226	+	264	194	143	155	218	247	176	132	664	97	146	495	204
Phatr3_J36125	9	627602	628279	-	678	462	409	385	565	634	410	429	2160	292	601	2269	1054
Phatr3_J46210	9	628500	628892	+	393	313	245	292	126	249	196	222	1271	229	206	720	347
Phatr3_J20589	9	629311	630676	+	1366	910	881	860	944	1444	1281	673	3462	476	416	1809	920
Phatr3_J46212	9	631019	633325	-	2307	1050	866	1165	682	901	707	760	3603	771	740	2751	1252
Phatr3_EG01073	9;9	631626;632076	631943;632612	+;+	855	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J46213	9	634247	636391	+	2145	1170	1220	1259	964	1460	991	858	3897	846	890	2961	1686
Phatr3_J46214	9	636467	637699	-	1233	218	233	245	136	210	85	194	930	154	354	1364	630
Phatr3_J46215	9	638000	638995	+	996	449	436	493	425	557	396	327	1594	268	462	1739	929
Phatr3_J46216	9;9	639126;639776	639687;640812	-;-	1599	715	645	753	373	505	414	381	2089	440	327	1009	585
Phatr3_J36133	9	641301	641783	-	483	230	209	225	131	251	96	224	1363	165	173	478	286
Phatr3_J46218	9	642149	642880	-	732	123	74	88	11	21	9	82	454	108	45	156	80
Phatr3_J27719	9;9	643521;643817	643732;645146	-;-	1542	322	314	274	196	337	130	383	1790	299	444	1412	665
Phatr3_J46220	9	645452	646638	+	1187	112	85	117	88	183	89	173	773	114	218	810	400
Phatr3_EG01136	9	646756	650547	-	3792	1328	1143	1358	977	1572	870	1177	5702	883	1895	5706	3403
Phatr3_J46222	9;9	651056;651277	651165;653248	+;+	2082	294	281	328	133	207	137	381	1679	356	488	1724	810
Phatr3_J36139	9;9	653609;654042	653949;655161	+;+	1461	532	484	517	249	350	321	380	1895	362	554	2005	852
Phatr3_J27726	9;9	655478;656431	656347;657275	+;+	1715	1804	1706	1969	652	987	903	1506	7468	1677	1048	3931	1939
Phatr3_J12614	9;9	657389;658113	658012;658385	-;-	897	663	650	675	1303	1767	1368	576	2729	466	534	1884	975
Phatr3_J36142	9	659200	660204	+	1005	345	273	346	323	561	362	287	1447	251	292	1123	503
Phatr3_J36143	9	660410	660952	-	543	162	164	150	262	292	153	145	764	110	154	526	268
Phatr3_J12729	9;9	662013;662683	662559;662693	-;-	558	785	776	754	955	1271	1015	666	3536	560	543	2008	934
Phatr3_EG01111	9	663078	664991	+	1914	460	500	438	453	747	513	362	2010	333	396	1446	776
Phatr3_J20608	9	665014	667548	-	2535	1754	1569	1703	2177	3298	3114	580	2804	435	437	1648	1056
Phatr3_J27735	9;9	668146;668387	668265;670329	+;+	2063	3690	3649	3672	5054	6667	6441	2678	13204	2098	2077	8252	4694
Phatr3_J12877	9;9;9	670956;671484;671654	671389;671556;672211	+;+;+	1065	541	616	582	530	851	665	808	3207	751	742	2727	1234
Phatr3_J36149	9;9	672325;672702	672587;673047	-;-	609	315	287	307	321	500	395	287	1657	252	270	913	418
Phatr3_J46231	9	673686	675359	+	1674	213	197	222	362	556	346	230	1349	194	237	872	447
Phatr3_J12896	9	675536	677308	-	1773	1475	1393	1428	1528	2181	2303	1287	5858	927	982	3738	2154
Phatr3_J46233	9;9;9;9;9	677775;678176;678447;678868;679016	678089;678353;678794;678931;679208	-;-;-;-;-	1098	80	111	99	66	141	58	70	270	53	165	612	329
Phatr3_J46234	9	680490	682097	-	1608	733	537	551	541	806	676	495	2691	429	470	1774	823
Phatr3_J6839	9	682642	684030	+	1389	1205	824	897	839	1245	795	513	2358	437	287	1066	630
Phatr3_J46236	9;9	684080;685158	685061;686008	-;-	1833	493	615	623	453	727	635	503	2001	482	379	1147	718
Phatr3_J46237	9	686754	687362	+	609	841	850	844	349	491	499	850	5079	763	231	863	444
Phatr3_J12898	9	687599	688780	-	1182	532	524	556	600	1038	580	662	3050	438	576	2025	906
Phatr3_J46239	9	689896	692319	+	2424	5	6	6	2	17	8	3	15	2	11	26	31
Phatr3_J1947	9	693015	694928	+	1914	755	846	887	606	1016	782	646	3053	580	534	2051	1100
Phatr3_J12799	9	695067	696035	-	969	1773	1695	1946	1251	2043	2065	1493	8047	1374	1067	4423	1990
Phatr3_J36161	9	696696	697196	+	501	134	153	144	157	269	167	118	604	100	96	411	213
Phatr3_J36162	9	698552	699352	-	801	138	125	122	88	135	56	83	579	69	123	345	232
Phatr3_J46242	9	700578	702368	-	1791	353	340	364	168	307	255	385	2003	442	287	1119	562
Phatr3_J46243	9;9;9	704165;705588;705905	705517;705828;706453	+;+;+	2143	6262	6020	6618	1693	2772	1774	7942	27619	6577	2398	9175	5416
Phatr3_J36165	9	706577	707944	-	1368	129	149	151	78	72	79	102	686	120	60	240	126
Phatr3_J46245	9	708645	712241	+	3597	956	825	922	593	834	535	966	4622	837	985	3296	1873
Phatr3_J46246	9	712415	715303	-	2889	711	709	753	639	915	674	603	3212	542	612	2180	1210
Phatr3_J36168	9	715960	716982	+	1023	330	297	288	220	309	222	237	1237	244	241	950	480
Phatr3_J42015	9;9	717119;718133	717976;718261	-;-	987	1488	1323	1583	1113	1866	1308	1247	6593	1242	1232	5075	2539
Phatr3_J46248	9;9	718766;719234	719150;719811	+;+	963	1766	1729	2061	1263	1882	1777	1298	6594	1171	1176	4434	2203
Phatr3_J46249	9	720085	722580	-	2496	686	625	642	441	814	439	326	1876	274	437	1415	1023
Phatr3_J46250	9;9	723812;723957	723951;724656	-;-	840	241	273	271	246	309	187	248	1246	190	325	966	564
Phatr3_J46251	9;9	725293;725328	725298;727130	+;+	1809	894	716	769	578	958	569	548	3046	529	630	2151	1220
Phatr3_EG01072	9;9	727567;727926	727734;728309	+;+	552	17	25	15	29	48	19	12	49	10	23	142	38
Phatr3_EG01110	9;9	728438;728461	728441;728636	+;+	180	4	8	11	12	14	11	3	25	7	8	43	22
Phatr3_EG01101	9;9;9	728860;729142;729452	729064;729397;729677	+;+;+	687	30	24	15	33	31	34	6	79	13	24	102	33
Phatr3_J5738	9	729838	730827	-	990	272	216	266	212	337	211	342	1688	260	371	1541	600
Phatr3_J36175	9	731552	732322	+	771	377	428	475	350	596	415	311	1224	287	412	1700	759
Phatr3_J12902	9;9	732974;733471	733348;734937	+;+	1842	2338	2486	2051	360	1195	1633	1956	11169	1070	1851	6116	4951
Phatr3_J27762	9	735113	735959	-	847	444	380	386	436	642	392	413	2270	322	408	1554	749
Phatr3_J12583	9;9	736567;736833	736633;737572	+;+	807	1189	1408	1573	174	342	482	1027	5025	1020	761	2794	977
Phatr3_J36180	9	737826	738593	-	768	353	238	263	273	338	345	257	1154	261	267	1007	592
Phatr3_J46257	9	739221	739937	-	717	165	138	162	124	173	165	102	614	112	134	489	257
Phatr3_J12620	9	740452	742722	+	2271	1110	1065	1207	1357	2130	1330	877	3987	733	1355	4635	2793
Phatr3_J46259	9	742827	744596	-	1770	2274	2116	2364	3165	3937	4334	1666	8330	1314	1179	4796	2620
Phatr3_J36184	9	745044	746564	-	1521	13	11	9	6	14	5	17	87	19	37	104	49
Phatr3_J8096	9	747656	748144	+	489	225	189	203	373	516	420	199	938	161	236	769	402
Phatr3_J36186	9	748595	749539	+	945	228	239	215	269	418	205	227	1100	176	269	924	460
Phatr3_J8598	9;9;9;9	750102;750510;751113;751750	750432;751037;751679;751983	+;+;+;+	1660	539	606	530	423	693	326	291	1608	224	451	1648	1099
Phatr3_J42018	9;9	752543;752875	752692;754005	+;+	1281	561	704	768	135	195	254	251	1212	266	408	1703	812
Phatr3_EG01146	9;9	754094;754398	754391;754630	-;-	531	51	61	69	60	118	65	73	345	44	72	259	96
Phatr3_J46264	9	755324	756484	-	1161	183	185	178	189	278	133	167	940	136	234	853	416
Phatr3_J46265	9;9;9	758259;758663;758860	758567;758765;759748	+;+;+	1301	725	698	724	761	1305	716	709	3567	614	865	3618	1752
Phatr3_J12925	9;9	760920;761637	761552;762071	+;+	1068	2780	2759	2696	1763	2727	1938	2662	12592	2191	1526	6384	2806
Phatr3_EG01120	9;9	762324;762543	762472;762660	-;-	267	251	264	262	264	371	267	292	1451	265	239	935	367
Phatr3_J20657	9;9	763248;763825	763506;764790	+;+	1225	1905	2023	2249	1811	2313	3452	1153	5484	1139	974	4058	2072
Phatr3_EG01132	9	765330	765608	-	279	22	33	18	31	54	17	19	170	15	50	209	88
Phatr3_J46270	9;9	765843;768411	768323;768767	-;-	2838	1368	1342	1354	1557	2305	1456	1150	6212	1021	1144	4160	2314
Phatr3_J36196	9;9	769339;769474	769428;770160	+;+	777	59	59	60	94	115	57	30	182	22	106	448	200
Phatr3_J36197	9	771606	772403	+	798	185	185	196	185	306	189	169	816	145	191	743	354
Phatr3_J36198	9;9	772565;773184	773017;773222	-;-	492	313	201	207	273	353	307	193	1062	163	203	786	450
Phatr3_J12757	9	773531	774601	+	1071	379	426	389	440	694	444	295	1633	204	296	1384	721
Phatr3_J46271	9	775112	776041	+	930	194	174	161	141	215	121	168	944	129	233	869	390
Phatr3_EG01135	9	776187	776723	-	537	105	86	131	62	87	95	65	499	84	123	512	218
Phatr3_EG02321	9;9	777513;777660	777575;779240	+;+	1644	504	434	571	362	633	437	391	1723	262	625	2598	1220
Phatr3_J46273	9	780231	782648	+	2418	1233	1199	1223	1025	1445	1151	1031	5008	1074	1005	3553	1732
Phatr3_EG01125	9;9	782726;783918	783837;785181	-;-	2376	1282	1160	1174	1022	1400	1642	1091	5082	787	902	3011	1639
Phatr3_J54547	9;9	786878;789357	789291;791469	+;+	4527	627	585	646	511	688	459	407	1980	343	808	2944	1474
Phatr3_J46275	9	792413	793696	+	1284	2914	2895	4415	58	69	85	416	3196	463	326	845	602
Phatr3_J12759	9;9	794890;796004	795897;796282	+;+	1287	331	285	343	248	536	372	218	1102	241	280	1061	514
Phatr3_J46277	9;9	796879;797400	797189;797742	-;-	654	572	570	515	411	583	482	503	2361	456	363	1533	697
Phatr3_J46278	9	798389	799597	+	1209	541	515	574	552	758	587	608	2878	530	811	2582	1305
Phatr3_EG01106	9;9	799789;800528	800451;800725	+;+	861	4	0	1	0	1	1	3	13	1	3	5	2
Phatr3_J12762	9;9	799843;801075	800949;801479	-;-	1512	198	235	255	68	157	98	210	1042	225	239	1014	435
Phatr3_J8091	9	802314	802838	+	525	263	271	323	280	322	388	372	1453	312	285	1405	633
Phatr3_J46281	9	803898	806720	+	2823	1550	1198	1604	1513	2135	3025	1122	5444	1003	1243	4415	2231
Phatr3_EG01130	9;9	805433;805645	805614;806182	-;-	720	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J46282	9	806868	809027	-	2160	366	301	376	200	264	407	382	1512	387	494	1804	919
Phatr3_J36211	9	810112	812520	+	2409	1390	1331	1435	1058	1446	769	1198	5536	1038	2104	7354	4001
Phatr3_EG02326	9	812764	815106	-	2343	706	614	659	503	670	447	795	4502	724	686	2773	1442
Phatr3_EG01084	9;9	814606;815148	815113;815335	+;+	696	29	35	34	39	37	22	38	177	29	49	145	115
Phatr3_J46285	9;9	816004;818003	817782;818338	+;+	2115	932	910	1046	974	1396	1586	792	3698	608	540	1961	1089
Phatr3_J20677	9;9	818715;819828	819421;820161	+;+	1041	409	415	435	426	753	428	417	2302	411	702	3014	1268
Phatr3_J12940	9	820475	821128	-	654	183	178	157	132	185	138	108	571	93	71	295	151
Phatr3_EG01104	9	822204	823133	+	930	249	267	257	179	285	176	204	979	195	174	690	345
Phatr3_EG01085	9	823577	824986	+	1410	967	894	849	1256	2114	819	432	2114	356	443	1239	1113
Phatr3_J50959	9	825251	825748	-	498	176	186	191	124	246	155	139	759	153	172	599	302
Phatr3_J46289	9	826496	827545	+	1050	234	263	303	207	318	269	156	822	175	244	914	445
Phatr3_J12737	9;9	827712;828150	827984;828362	-;-	486	2712	2210	2694	3406	4913	4814	2197	11336	1612	1861	7091	3333
Phatr3_J46291	9;9	828836;829586	829457;830469	-;-	1506	473	413	370	501	807	478	228	972	204	477	1725	995
Phatr3_EG01149	9;9	832007;834474	834468;835134	-;-	3123	723	635	687	547	842	580	415	2301	406	521	1825	866
Phatr3_J46292	9;9	835308;835389	835335;837856	-;-	2496	139	163	198	166	216	167	84	468	69	138	399	228
Phatr3_EG01082	9;9	836717;837184	837095;837650	+;+	846	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01074	9;9	838448;838712	838498;839017	+;+	357	102	106	108	61	77	91	77	410	97	143	481	181
Phatr3_J12578	9;9	839296;839925	839511;839987	-;-	279	559	358	322	575	648	400	428	2776	422	639	1991	998
Phatr3_J36221	9	841251	843305	+	2055	6	10	10	6	8	7	11	21	10	14	42	32
Phatr3_J46293	9	843980	847390	+	3411	117	101	129	72	104	93	89	419	152	159	587	221
Phatr3_J27817	9;9	847833;848209	847978;848641	+;+	579	406	558	467	347	746	133	742	3221	559	711	2610	1199
Phatr3_J27821	9;9	848794;850987	850896;851352	-;-	2469	4673	4538	5748	8738	10600	11989	3378	16647	3027	3257	12444	6312
Phatr3_J46296	9	853415	856498	+	3084	933	934	1027	877	1320	903	868	4222	726	877	2849	1295
Phatr3_J36226	9	856716	857267	-	552	1811	1640	1864	2172	2555	3514	1333	7107	1290	731	2751	1464
Phatr3_EG02048	9;9	857757;858028	857978;858300	+;+	495	160	152	137	194	289	136	160	706	80	158	664	384
Phatr3_EG02047	9	858540	859820	+	1281	528	471	448	414	566	429	349	1835	345	391	1411	756
Phatr3_J54552	9;9	860598;861363	861358;862051	+;+	1450	378	436	379	129	220	187	476	3648	497	490	2121	685
Phatr3_J12674	9	862312	863295	-	984	1002	1160	1309	1434	1904	2018	445	2035	487	496	1490	889
Phatr3_J46300	9	864627	865835	+	1209	361	444	382	175	374	258	362	1778	312	608	2313	802
Phatr3_J46301	9;9;9;9	866024;866206;866449;866848	866172;866416;866736;867868	+;+;+;+	1669	1231	1152	1519	1040	1622	773	1341	6748	1039	1423	5237	2414
Phatr3_EG01115	9;9	867601;867903	867852;867995	-;-	345	1	2	0	1	0	2	0	5	3	1	8	2
Phatr3_J46302	9;9	867999;869497	869337;869672	-;-	1515	117	79	81	51	126	80	189	953	150	217	857	346
Phatr3_EG01092	9;9	868482;868648	868643;868725	+;+	240	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01112	9;9	869671;869869	869822;869941	+;+	225	13	12	14	4	1	8	14	77	13	31	87	48
Phatr3_J46303	9	870228	871076	+	849	38	59	83	13	25	30	30	124	50	110	415	157
Phatr3_J46304	9	871484	872326	-	843	577	595	529	466	685	365	430	2204	342	415	1709	985
Phatr3_EG01090	9;9;9;9;9;9	872841;873140;873870;874612;876345;877362	872852;873802;874526;876261;877282;877392	+;+;+;+;+;+	3951	1316	1185	1171	931	1671	854	1004	5288	940	1233	3950	2562
Phatr3_J46306	9;9	877448;879803	879731;881643	-;-	4125	789	900	837	776	1239	786	542	2994	515	989	3758	2020
Phatr3_J46307	9	882933	885934	+	3002	558	664	640	659	906	711	450	2771	451	850	2853	1219
Phatr3_EG01151	9;9	884057;884385	884320;884429	-;-	309	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J46308	9	887010	888890	+	1881	135	144	157	110	154	105	124	617	106	201	803	342
Phatr3_J46309	9	889759	890485	+	727	36	22	28	51	95	46	39	212	52	134	399	165
Phatr3_J46310	9;9;9	890643;891039;894552	890949;894452;894640	-;-;-	3810	222	198	223	281	439	328	346	1693	300	742	2520	1329
Phatr3_EG02320	9;9	894821;897540	896159;898631	+;+	2431	867	771	804	521	958	681	553	3157	582	952	3719	1922
Phatr3_J46313	9;9	899722;900907	900822;900928	-;-	1123	43	44	36	36	49	25	24	191	29	33	87	48
Phatr3_J46314	9	901925	903142	-	1218	514	230	252	251	353	229	171	855	153	184	447	342
Phatr3_J46315	9	904026	905180	-	1155	67	78	57	88	168	61	33	174	38	90	322	199
Phatr3_J12588	9;9	905828;906197	906187;907543	-;-	1707	301	281	280	184	278	288	235	1073	261	214	855	404
Phatr3_J46317	9;9	908667;908958	908946;909952	+;+	1275	262	243	230	344	533	432	157	758	190	283	1028	475
Phatr3_EG02323	9;9;9;9;9;9;9;9	910135;913142;913501;913661;914007;917030;919437;920354	913022;913418;913579;913936;914112;919337;920215;920411	-;-;-;-;-;-;-;-	6771	19291	18680	21437	31133	41415	44632	14498	69492	10409	14234	55375	30514
PTsRNA00009a	9	914895	914924	-	30	18	13	23	7	26	13	8	59	14	2	18	2
